Bits Modulo,Tiempo con TXR,Tiempo sin TXR
512,0.08898377418518066,0.24501347541809082
1024,0.48618102073669434,1.5709989070892334
2048,3.1165363788604736,11.263036966323853
4096,22.525084972381592,81.45471262931824
